#framerate (fps):	2.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon
00077	 34	 41.8119	 10.6954	 1.2000	 0.9235	 0.9208	 (((412019.589319, 114278.223794), (415028.830077, 116464.565170), (419749.271511, 116464.565161), (422558.010670, 103450.804087), (417121.333793, 102046.422769), (412023.337142, 109201.379463), (412019.589319, 114278.223794)))
00077	 8	 42.0371	 9.8236	 1.2000	 1.2802	 0.9684	 (((424885.380533, 102362.712638), (425850.291202, 98564.489886), (421276.004461, 93143.674651), (415304.652373, 95210.143028), (414427.546753, 97096.363094), (417121.333793, 102046.422769), (422558.010670, 103450.804087), (424885.380533, 102362.712638)))
00077	 39	 42.5157	 10.8473	 1.2000	 0.8183	 0.9332	 (((428247.169957, 117983.565159), (429341.655405, 117188.374933), (430170.763161, 106311.762043), (424885.380533, 102362.712638), (422558.010670, 103450.804087), (419780.016839, 116322.098107), (422066.830077, 117983.565170), (428247.169957, 117983.565159)))
00077	 35	 42.6448	 9.3108	 1.2000	 0.9240	 0.9504	 (((429538.169889, 83597.434819), (424878.438738, 83597.434844), (421276.004461, 93143.674651), (425850.291202, 98564.489886), (431149.328832, 95586.462057), (430940.654532, 84616.399544), (429538.169889, 83597.434819)))
00077	 41	 43.0822	 10.0891	 1.2000	 1.2855	 0.9660	 (((435743.882122, 98432.660835), (431149.328832, 95586.462057), (425850.291202, 98564.489886), (424885.380533, 102362.712638), (430170.763161, 106311.762043), (435102.422933, 103953.554647), (435743.882122, 98432.660835)))
00077	 16	 43.4799	 10.9208	 1.2000	 0.6662	 0.9683	 (((429355.282772, 117008.612970), (431708.830077, 118718.565170), (437889.169957, 118718.565159), (442889.169948, 115085.852517), (442969.982626, 114837.136667), (440943.515866, 108118.171776), (435102.422933, 103953.554647), (430170.763161, 106311.762043), (429355.282772, 117008.612970)))
00077	 10	 43.5753	 9.2931	 1.2000	 0.8034	 0.9796	 (((438843.169889, 83420.434819), (432662.830008, 83420.434853), (430941.693952, 84670.913406), (431149.328832, 95586.462057), (435743.882122, 98432.660835), (440029.130344, 96429.427209), (440388.866885, 84543.449408), (438843.169889, 83420.434819)))
00077	 6	 43.9971	 10.1954	 1.2000	 1.3258	 1.0177	 (((445736.386707, 99386.669659), (440029.130344, 96429.427209), (435743.882122, 98432.660835), (435102.422933, 103953.554647), (440943.515866, 108118.171776), (445736.386707, 99386.669659)))
00077	 31	 44.4509	 9.3196	 1.2000	 0.7453	 1.0035	 (((451607.874842, 86597.929413), (447599.169889, 83685.434819), (441418.830008, 83685.434853), (440392.242097, 84431.294636), (440029.130344, 96429.427209), (445736.386707, 99386.669659), (446930.010339, 99179.588008), (451607.874842, 86597.929413)))
00077	 9	 44.6666	 10.5629	 1.2000	 0.7930	 1.0029	 (((443575.830077, 115139.565170), (449756.169957, 115139.565159), (450698.978843, 114454.574406), (451455.982232, 102072.010565), (446930.010339, 99179.588008), (445736.386707, 99386.669659), (440943.515866, 108118.171776), (442916.683184, 114660.666923), (443575.830077, 115139.565170)))
00077	 42	 45.2672	 9.6231	 1.2000	 0.7463	 1.0121	 (((460465.756102, 90137.790193), (455762.169889, 86720.434819), (451562.318956, 86720.434842), (446930.010339, 99179.588008), (451455.982232, 102072.010565), (456584.670419, 100472.354430), (460465.756102, 90137.790193)))
00077	 44	 45.5777	 10.6186	 1.2000	 0.6470	 0.9769	 (((451455.982232, 102072.010565), (450710.714844, 114260.833420), (452686.830077, 115696.565170), (458867.169957, 115696.565159), (463867.169948, 112063.852517), (464855.305823, 109022.682999), (456584.670419, 100472.354430), (451455.982232, 102072.010565)))
00077	 32	 46.2322	 9.9855	 1.2000	 0.6632	 1.0067	 (((460388.151300, 90344.434846), (456584.670419, 100472.354430), (465187.101522, 109365.565159), (465412.169957, 109365.565159), (470412.169948, 105732.852517), (471199.940320, 103308.344608), (462438.047142, 90344.434835), (460388.151300, 90344.434846)))
00077	 27	 47.1306	 9.3783	 1.2000	 0.4151	 1.0037	 (((463215.830031, 87905.147512), (462427.849196, 90330.303189), (471189.736444, 103293.565164), (474396.169957, 103293.565159), (479396.169948, 99660.852517), (479999.985962, 97802.497886), (480000.000000, 89763.498928), (479396.169906, 87905.147425), (474396.169889, 84272.434819), (468215.830008, 84272.434853), (463215.830031, 87905.147512)))
00078	 20	 32.3925	 9.3659	 1.2000	 0.4766	 0.9674	 (((329160.752324, 85707.291686), (327015.169889, 84148.434819), (320834.830008, 84148.434853), (315834.830031, 87781.147512), (313925.000000, 93659.000036), (315834.830073, 99536.852546), (319199.630352, 101981.315023), (327438.989474, 99938.903010), (329160.752324, 85707.291686)))
00078	 33	 32.7265	 10.7133	 1.2000	 0.5061	 0.9838	 (((318916.112222, 102051.594863), (317265.000000, 107133.000036), (319174.830073, 113010.852546), (324174.830077, 116643.565170), (330073.429972, 116643.565159), (333062.564926, 102234.387361), (327438.989474, 99938.903010), (318916.112222, 102051.594863)))
00078	 37	 33.2349	 9.4678	 1.2000	 0.7749	 0.9733	 (((329258.830008, 85167.434853), (329222.622621, 85193.741059), (327438.989474, 99938.903010), (333062.564926, 102234.387361), (337421.616438, 100994.409206), (337508.523253, 100834.287545), (334912.933293, 85167.434822), (329258.830008, 85167.434853)))
00078	 22	 33.6433	 10.9035	 1.2000	 0.7090	 0.9912	 (((333342.830077, 118545.565170), (336075.363300, 118545.565165), (343211.771064, 108242.314754), (337421.616438, 100994.409206), (333062.564926, 102234.387361), (330158.593940, 116232.082209), (333342.830077, 118545.565170)))
00078	 4	 34.0407	 9.3343	 1.2000	 0.7630	 0.9593	 (((343497.169889, 83832.434819), (337316.830008, 83832.434853), (334973.794129, 85534.750081), (337508.523253, 100834.287545), (345205.906894, 96218.404055), (344723.455544, 84723.383487), (343497.169889, 83832.434819)))
00078	 49	 34.4853	 11.4867	 1.2000	 0.5539	 0.9828	 (((336056.931014, 118572.318658), (336762.830073, 120744.852546), (341762.830077, 124377.565170), (347943.169957, 124377.565159), (352943.169948, 120744.852517), (353510.413930, 118999.055050), (353490.704485, 117294.201600), (344761.059024, 108316.926355), (343211.771064, 108242.314754), (336056.931014, 118572.318658)))
00078	 48	 34.5482	 10.1806	 1.2000	 0.9580	 0.9441	 (((352724.397413, 99839.675886), (345205.906894, 96218.404055), (337508.523253, 100834.287545), (337421.616438, 100994.409206), (343211.771064, 108242.314754), (344761.059024, 108316.926355), (352375.055362, 101782.308808), (352724.397413, 99839.675886)))
00078	 21	 34.9747	 9.2951	 1.2000	 0.8618	 0.9218	 (((346656.830008, 83440.434853), (344728.418845, 84841.507588), (345205.906894, 96218.404055), (352724.397413, 99839.675886), (356142.999445, 97081.406223), (349247.978591, 83440.434839), (346656.830008, 83440.434853)))
00078	 1	 35.1306	 10.8592	 1.2000	 1.0330	 0.9744	 (((357390.979308, 110384.629811), (352375.055362, 101782.308808), (344761.059024, 108316.926355), (353490.704485, 117294.201600), (357390.979308, 110384.629811)))
00078	 38	 35.6610	 8.9482	 1.2000	 0.6802	 0.9344	 (((359700.169889, 79971.434819), (353519.830008, 79971.434853), (349113.087735, 83173.120556), (356142.999445, 97081.406223), (357076.937463, 96940.719282), (364416.557787, 83398.091162), (359700.169889, 79971.434819)))
00078	 30	 35.8828	 10.4206	 1.2000	 0.9631	 0.9697	 (((357076.937463, 96940.719282), (356142.999445, 97081.406223), (352724.397413, 99839.675886), (352375.055362, 101782.308808), (357390.979308, 110384.629811), (363313.761223, 108549.258088), (363053.068101, 99535.689949), (357076.937463, 96940.719282)))
00078	 11	 36.2070	 11.4668	 1.2000	 0.6577	 0.9758	 (((353979.830073, 120545.852546), (358979.830077, 124178.565170), (359126.479009, 124178.565169), (369957.017956, 114064.667063), (368113.763680, 111000.332704), (363313.761223, 108549.258088), (357390.979308, 110384.629811), (353490.704485, 117294.201600), (353511.633002, 119104.890143), (353979.830073, 120545.852546)))
00078	 12	 36.3581	 9.3260	 1.2000	 1.0633	 0.9565	 (((365196.430429, 83749.434827), (364226.079286, 83749.434832), (357076.937463, 96940.719282), (363053.068101, 99535.689949), (368081.688853, 97673.586136), (365196.430429, 83749.434827)))
00078	 2	 36.7541	 10.3954	 1.2000	 1.1205	 0.9514	 (((368081.688853, 97673.586136), (363053.068101, 99535.689949), (363313.761223, 108549.258088), (368113.763680, 111000.332704), (372798.318686, 101914.264983), (370037.723325, 98144.396645), (368081.688853, 97673.586136)))
00078	 23	 36.8816	 12.1892	 1.2000	 0.4781	 0.9769	 (((359458.338235, 123868.913825), (360725.830073, 127769.852546), (365725.830077, 131402.565170), (371906.169957, 131402.565159), (376906.169948, 127769.852517), (378327.923585, 123394.144748), (371886.582714, 114778.680483), (369957.017956, 114064.667063), (359458.338235, 123868.913825)))
00078	 47	 37.0458	 9.1835	 1.2000	 1.0037	 0.9603	 (((367367.830008, 82324.434853), (365223.916136, 83882.079472), (368081.688853, 97673.586136), (370037.723325, 98144.396645), (375392.879356, 92611.143748), (370874.580032, 82324.434834), (367367.830008, 82324.434853)))
00078	 3	 37.4186	 10.7380	 1.2000	 1.1296	 0.9456	 (((378839.132780, 103227.538702), (372798.318686, 101914.264983), (368113.763680, 111000.332704), (369957.017956, 114064.667063), (371886.582714, 114778.680483), (379112.196841, 108753.237957), (378839.132780, 103227.538702)))
00078	 25	 37.6330	 9.7518	 1.2000	 1.2650	 0.9741	 (((380529.427839, 93647.971867), (375392.879356, 92611.143748), (370037.723325, 98144.396645), (372798.318686, 101914.264983), (378839.132780, 103227.538702), (380307.918513, 102045.841644), (380529.427839, 93647.971867)))
00078	 19	 37.8160	 8.8452	 1.2000	 0.8048	 0.9403	 (((381250.169889, 78941.434819), (375069.830008, 78941.434853), (370763.102470, 82070.455597), (375392.879356, 92611.143748), (380529.427839, 93647.971867), (382152.474071, 92536.040065), (381620.994883, 79210.724155), (381250.169889, 78941.434819)))
00078	 36	 37.9578	 11.3846	 1.2000	 0.9419	 0.9533	 (((380352.333545, 123356.565163), (385019.958748, 112411.882156), (379112.196841, 108753.237957), (371886.582714, 114778.680483), (378299.671792, 123356.565166), (380352.333545, 123356.565163)))
00078	 13	 38.3879	 10.6901	 1.2000	 1.3647	 0.9352	 (((387381.182870, 102539.666143), (380307.918513, 102045.841644), (378839.132780, 103227.538702), (379112.196841, 108753.237957), (385019.958748, 112411.882156), (387590.358987, 111457.500014), (387381.182870, 102539.666143)))
00078	 5	 38.4519	 9.7734	 1.2000	 1.2736	 0.9743	 (((390940.612949, 99942.682539), (386374.687898, 93103.288569), (382152.474071, 92536.040065), (380529.427839, 93647.971867), (380307.918513, 102045.841644), (387381.182870, 102539.666143), (390940.612949, 99942.682539)))
00078	 15	 38.5807	 8.8147	 1.2000	 0.7758	 0.9351	 (((388897.169889, 78636.434819), (382716.830008, 78636.434853), (381629.601728, 79426.516122), (382152.474071, 92536.040065), (386374.687898, 93103.288569), (392944.085438, 85829.559448), (393137.603723, 81717.295893), (388897.169889, 78636.434819)))
00078	 24	 38.7752	 11.7332	 1.2000	 0.5726	 0.9749	 (((380236.753924, 123627.559172), (384661.830077, 126842.565170), (390842.169957, 126842.565159), (395842.169948, 123209.852517), (396902.696271, 119945.888107), (391957.545905, 112830.279901), (387590.358987, 111457.500014), (385019.958748, 112411.882156), (380236.753924, 123627.559172)))
00078	 43	 39.1084	 10.6732	 1.2000	 1.2311	 0.9396	 (((390940.612949, 99942.682539), (387381.182870, 102539.666143), (387590.358987, 111457.500014), (391957.545905, 112830.279901), (396932.360959, 104072.949803), (391506.516655, 99954.320126), (390940.612949, 99942.682539)))
00078	 40	 39.1363	 9.3165	 1.2000	 1.3654	 0.9466	 (((392944.085438, 85829.559448), (386374.687898, 93103.288569), (390940.612949, 99942.682539), (391506.516655, 99954.320126), (396509.774997, 92758.844642), (392944.085438, 85829.559448)))
00078	 26	 39.7643	 11.0458	 1.2000	 1.0337	 0.9414	 (((399300.445180, 119968.565161), (402215.699157, 107952.970287), (397426.560733, 104083.739683), (396932.360959, 104072.949803), (391957.545905, 112830.279901), (396918.476451, 119968.565165), (399300.445180, 119968.565161)))
00078	 50	 39.7921	 9.7725	 1.2000	 1.3034	 0.9300	 (((403211.270227, 97688.600130), (401328.573095, 93791.444235), (396509.774997, 92758.844642), (391506.516655, 99954.320126), (396932.360959, 104072.949803), (397426.560733, 104083.739683), (403211.270227, 97688.600130)))
00078	 18	 39.9832	 8.8807	 1.2000	 0.6510	 0.9650	 (((408276.016794, 84018.176144), (407922.169906, 82929.147425), (402922.169889, 79296.434819), (396741.830008, 79296.434853), (393127.982333, 81921.750426), (392944.085438, 85829.559448), (396509.774997, 92758.844642), (401328.573095, 93791.444235), (408276.016794, 84018.176144)))
00078	 14	 40.3704	 10.2956	 1.2000	 1.3265	 0.9589	 (((410091.033723, 99757.878233), (403211.270227, 97688.600130), (397426.560733, 104083.739683), (402215.699157, 107952.970287), (405750.753196, 107411.275130), (410093.653750, 99842.344773), (410091.033723, 99757.878233)))
00078	 45	 40.5132	 11.2275	 1.2000	 0.7108	 0.9289	 (((399336.484826, 119820.016802), (402041.830077, 121785.565170), (408222.169957, 121785.565159), (413222.169948, 118152.852517), (413966.459249, 115862.165585), (405750.753196, 107411.275130), (402215.699157, 107952.970287), (399336.484826, 119820.016802)))
00078	 29	 40.6528	 9.3567	 1.2000	 1.0508	 0.9630	 (((408248.920559, 84056.434827), (401328.573095, 93791.444235), (403211.270227, 97688.600130), (410091.033723, 99757.878233), (410879.161620, 98868.987128), (410087.496816, 84397.420786), (409618.169889, 84056.434819), (408248.920559, 84056.434827)))
00078	 46	 41.0630	 10.6930	 1.2000	 1.0864	 0.9366	 (((414194.057362, 116096.265805), (416607.309474, 114342.935510), (416627.881710, 108852.292559), (410093.653750, 99842.344773), (405750.753196, 107411.275130), (414194.057362, 116096.265805)))
00078	 28	 41.4626	 9.3124	 1.2000	 0.9496	 0.9554	 (((414753.263109, 83613.434835), (411535.830008, 83613.434853), (410101.612058, 84655.455198), (410879.161620, 98868.987128), (419294.302157, 97050.317307), (420128.793873, 95336.548413), (414753.263109, 83613.434835)))
00078	 17	 41.6664	 10.2554	 1.2000	 1.3356	 0.9155	 (((419294.302157, 97050.317307), (410879.161620, 98868.987128), (410091.033723, 99757.878233), (410093.653750, 99842.344773), (416627.881710, 108852.292559), (421723.061496, 101964.983262), (419294.302157, 97050.317307)))
00078	 7	 42.2043	 8.9723	 1.2000	 0.6783	 0.9484	 (((425133.169889, 80212.434819), (418952.830008, 80212.434853), (414632.953793, 83351.008670), (420128.793873, 95336.548413), (426061.954345, 93109.452518), (429533.344778, 83409.348966), (425133.169889, 80212.434819)))
00078	 34	 42.2640	 10.6975	 1.2000	 0.9116	 0.9195	 (((416607.291510, 114347.685772), (419549.830077, 116485.565170), (424683.736829, 116485.565160), (426832.913575, 103511.316079), (421723.061496, 101964.983262), (416627.881710, 108852.292559), (416607.291510, 114347.685772)))
00078	 8	 42.5264	 9.8304	 1.2000	 1.2705	 0.9618	 (((429854.737506, 102153.368976), (430727.855913, 98476.746739), (426061.954345, 93109.452518), (420128.793873, 95336.548413), (419294.302157, 97050.317307), (421723.061496, 101964.983262), (426832.913575, 103511.316079), (429854.737506, 102153.368976)))
00078	 39	 42.9685	 10.8142	 1.2000	 0.8204	 0.9311	 (((426594.830077, 117652.565170), (432775.169957, 117652.565159), (434214.728962, 116606.664317), (434747.731207, 106141.261847), (429854.737506, 102153.368976), (426832.913575, 103511.316079), (424716.484656, 116287.867347), (426594.830077, 117652.565170)))
00078	 35	 43.1317	 9.3042	 1.2000	 0.9011	 0.9478	 (((434407.169889, 83531.434819), (429489.755897, 83531.434846), (426061.954345, 93109.452518), (430727.855913, 98476.746739), (435927.405189, 95540.617646), (436101.267422, 84762.268708), (434407.169889, 83531.434819)))
00078	 41	 43.5686	 10.0779	 1.2000	 1.3216	 0.9575	 (((440632.364567, 98597.880034), (435927.405189, 95540.617646), (430727.855913, 98476.746739), (429854.737506, 102153.368976), (434747.731207, 106141.261847), (440087.740180, 103497.390619), (440632.364567, 98597.880034)))
00078	 16	 43.9581	 10.8646	 1.2000	 0.6792	 0.9665	 (((434219.857737, 116506.607193), (436490.830077, 118156.565170), (442671.169957, 118156.565159), (447520.800809, 114633.102092), (445879.848459, 108072.427273), (440087.740180, 103497.390619), (434747.731207, 106141.261847), (434219.857737, 116506.607193)))
00078	 10	 44.0616	 9.3192	 1.2000	 0.8186	 0.9807	 (((437525.830008, 83681.434853), (436102.017339, 84715.895319), (435927.405189, 95540.617646), (440632.364567, 98597.880034), (445096.426780, 96338.401677), (445130.082589, 84715.967939), (443706.169889, 83681.434819), (437525.830008, 83681.434853)))
00078	 6	 44.4979	 10.1812	 1.2000	 1.3391	 1.0122	 (((450783.340073, 99392.950405), (445096.426780, 96338.401677), (440632.364567, 98597.880034), (440087.740180, 103497.390619), (445879.848459, 108072.427273), (450783.340073, 99392.950405)))
00078	 31	 44.9595	 9.3218	 1.2000	 0.7460	 1.0035	 (((456497.034490, 86476.916528), (452685.169889, 83707.434819), (446504.830008, 83707.434853), (445130.125030, 84706.216493), (445096.426780, 96338.401677), (450783.340073, 99392.950405), (451956.962320, 99192.975400), (456497.034490, 86476.916528)))
00078	 9	 45.1707	 10.5613	 1.2000	 0.7851	 1.0038	 (((448616.830077, 115123.565170), (454797.169957, 115123.565159), (455658.713844, 114497.616883), (456438.059659, 101944.147646), (451956.962320, 99192.975400), (450783.340073, 99392.950405), (445879.848459, 108072.427273), (447427.345136, 114259.353779), (448616.830077, 115123.565170)))
00078	 42	 45.7569	 9.6065	 1.2000	 0.7417	 1.0018	 (((465488.023449, 90062.802247), (460659.169889, 86554.434819), (456469.366768, 86554.434842), (451956.962320, 99192.975400), (456438.059659, 101944.147646), (461605.522479, 100353.765719), (465488.023449, 90062.802247)))
00078	 44	 46.0679	 10.6170	 1.2000	 0.6456	 0.9763	 (((457588.830077, 115680.565170), (463769.169957, 115680.565159), (468769.169948, 112047.852517), (469748.511367, 109033.749551), (461605.522479, 100353.765719), (456438.059659, 101944.147646), (455671.611518, 114287.624359), (457588.830077, 115680.565170)))
00078	 32	 46.7469	 9.9800	 1.2000	 0.6551	 1.0106	 (((465402.520809, 90289.434847), (461605.522479, 100353.765719), (470008.287582, 109310.565160), (470559.169957, 109310.565159), (475559.169948, 105677.852517), (476365.752810, 103195.445717), (467323.868688, 90289.434837), (465402.520809, 90289.434847)))
00078	 27	 47.6213	 9.3674	 1.2000	 0.5898	 0.9972	 (((476358.401254, 103184.565164), (479303.169957, 103184.565159), (479999.979480, 102678.303405), (479999.979415, 84669.696567), (479303.169889, 84163.434819), (473122.830008, 84163.434853), (468122.830031, 87796.147512), (467316.166148, 90278.803697), (476358.401254, 103184.565164)))
00079	 20	 32.8748	 9.3751	 1.2000	 0.4774	 0.9728	 (((333895.479298, 85735.157579), (331838.169889, 84240.434819), (325657.830008, 84240.434853), (320657.830031, 87873.147512), (318748.000000, 93751.000036), (320657.830073, 99628.852546), (324063.685961, 102103.384018), (332382.841376, 99862.038312), (333895.479298, 85735.157579)))
00079	 33	 33.2310	 10.6972	 1.2000	 0.5123	 0.9827	 (((323875.378900, 102154.117681), (322310.000000, 106972.000036), (324219.830073, 112849.852546), (329219.830077, 116482.565170), (335098.842234, 116482.565159), (338041.966410, 102122.838770), (332382.841376, 99862.038312), (323875.378900, 102154.117681)))
00079	 37	 33.7229	 9.4659	 1.2000	 0.7753	 0.9758	 (((334138.830008, 85148.434853), (333942.879408, 85290.801298), (332382.841376, 99862.038312), (338041.966410, 102122.838770), (342248.051527, 100884.184233), (342434.713824, 100546.597940), (339737.184169, 85148.434822), (334138.830008, 85148.434853)))
00079	 22	 34.1404	 10.8836	 1.2000	 0.7246	 0.9940	 (((338313.830077, 118346.565170), (340898.622811, 118346.565165), (348102.029921, 108219.400350), (342248.051527, 100884.184233), (338041.966410, 102122.838770), (335182.847331, 116071.773062), (338313.830077, 118346.565170)))
00079	 4	 34.5329	 9.3240	 1.2000	 0.7791	 0.9569	 (((348419.169889, 83729.434819), (342238.830008, 83729.434853), (339799.118956, 85501.988706), (342434.713824, 100546.597940), (349853.640817, 96346.716148), (349436.148969, 84468.313362), (348419.169889, 83729.434819)))
00079	 49	 34.9717	 11.4749	 1.2000	 0.5538	 0.9835	 (((340889.841957, 118358.636378), (341626.830073, 120626.852546), (346626.830077, 124259.565170), (352807.169957, 124259.565159), (357807.169948, 120626.852517), (358444.532322, 118665.252828), (358409.557322, 117270.214554), (349755.009557, 108279.769151), (348102.029921, 108219.400350), (340889.841957, 118358.636378)))
00079	 48	 35.0189	 10.1825	 1.2000	 0.9676	 0.9441	 (((357509.214835, 99754.931225), (349853.640817, 96346.716148), (342434.713824, 100546.597940), (342248.051527, 100884.184233), (348102.029921, 108219.400350), (349755.009557, 108279.769151), (357205.558814, 101534.802452), (357509.214835, 99754.931225)))
00079	 21	 35.4149	 9.2930	 1.2000	 0.8754	 0.9296	 (((351058.830008, 83419.434853), (349440.602945, 84595.145646), (349853.640817, 96346.716148), (357509.214835, 99754.931225), (360359.723769, 97317.816046), (354196.315183, 83419.434836), (351058.830008, 83419.434853)))
00079	 1	 35.6221	 10.8488	 1.2000	 1.0304	 0.9833	 (((362237.703838, 110214.183302), (357205.558814, 101534.802452), (349755.009557, 108279.769151), (358409.557322, 117270.214554), (362237.703838, 110214.183302)))
00079	 38	 36.1277	 8.9769	 1.2000	 0.6828	 0.9325	 (((364367.169889, 80258.434819), (358186.830008, 80258.434853), (354108.507609, 83221.509548), (360359.723769, 97317.816046), (362169.401862, 97008.938788), (368828.145334, 83499.523155), (364367.169889, 80258.434819)))
00079	 30	 36.3729	 10.4135	 1.2000	 0.9817	 0.9667	 (((362169.401862, 97008.938788), (360359.723769, 97317.816046), (357509.214835, 99754.931225), (357205.558814, 101534.802452), (362237.703838, 110214.183302), (368075.581819, 108358.813714), (367831.964338, 99480.426622), (362169.401862, 97008.938788)))
00079	 11	 36.6965	 11.4317	 1.2000	 0.6622	 0.9749	 (((358874.830073, 120194.852546), (363874.830077, 123827.565170), (364003.258489, 123827.565169), (374902.546437, 114084.066955), (373009.128432, 110831.271921), (368075.581819, 108358.813714), (362237.703838, 110214.183302), (358409.557322, 117270.214554), (358450.067814, 118887.568747), (358874.830073, 120194.852546)))
00079	 12	 36.8455	 9.3307	 1.2000	 1.0636	 0.9523	 (((370154.553193, 83796.434827), (368681.779671, 83796.434835), (362169.401862, 97008.938788), (367831.964338, 99480.426622), (372811.418512, 97728.030943), (370154.553193, 83796.434827)))
00079	 2	 37.2184	 10.3903	 1.2000	 1.1438	 0.9491	 (((372811.418512, 97728.030943), (367831.964338, 99480.426622), (368075.581819, 108358.813714), (373009.128432, 110831.271921), (377430.228561, 101920.032679), (374930.948943, 98271.952832), (372811.418512, 97728.030943)))
00079	 23	 37.3785	 12.1946	 1.2000	 0.4706	 0.9792	 (((364307.820960, 123555.077481), (365694.830073, 127823.852546), (370694.830077, 131456.565170), (376875.169957, 131456.565159), (381875.169948, 127823.852517), (383369.479811, 123224.839646), (376621.158649, 114698.820726), (374902.546437, 114084.066955), (364307.820960, 123555.077481)))
00079	 47	 37.5235	 9.2014	 1.2000	 1.0110	 0.9575	 (((372144.830008, 82503.434853), (370180.183361, 83930.834209), (372811.418512, 97728.030943), (374930.948943, 98271.952832), (380162.356123, 92849.731673), (375764.679452, 82503.434833), (372144.830008, 82503.434853)))
00079	 3	 37.9025	 10.7297	 1.2000	 1.1545	 0.9396	 (((383581.345018, 103303.760226), (377430.228561, 101920.032679), (373009.128432, 110831.271921), (374902.546437, 114084.066955), (376621.158649, 114698.820726), (383800.869997, 108663.354527), (383581.345018, 103303.760226)))
00079	 25	 38.1174	 9.7744	 1.2000	 1.2626	 0.9733	 (((385566.305758, 93931.479960), (380162.356123, 92849.731673), (374930.948943, 98271.952832), (377430.228561, 101920.032679), (383581.345018, 103303.760226), (385300.373209, 101939.526552), (385566.305758, 93931.479960)))
00079	 19	 38.2980	 8.8722	 1.2000	 0.8181	 0.9347	 (((386070.169889, 79211.434819), (379889.830008, 79211.434853), (375668.935847, 82278.093997), (380162.356123, 92849.731673), (385566.305758, 93931.479960), (387017.154714, 92884.311601), (386136.707327, 79259.777097), (386070.169889, 79211.434819)))
00079	 36	 38.4326	 11.3603	 1.2000	 0.9555	 0.9450	 (((385486.669199, 123113.565162), (389529.959603, 112193.096973), (383800.869997, 108663.354527), (376621.158649, 114698.820726), (383281.268218, 123113.565166), (385486.669199, 123113.565162)))
00079	 13	 38.8449	 10.6911	 1.2000	 1.4290	 0.9283	 (((391918.696680, 102868.505545), (385300.373209, 101939.526552), (383581.345018, 103303.760226), (383800.869997, 108663.354527), (389529.959603, 112193.096973), (392259.585264, 111040.831218), (391918.696680, 102868.505545)))
00079	 5	 38.9696	 9.8027	 1.2000	 1.3003	 0.9723	 (((396060.985432, 99963.931320), (391008.600860, 93205.991990), (387017.154714, 92884.311601), (385566.305758, 93931.479960), (385300.373209, 101939.526552), (391918.696680, 102868.505545), (396060.985432, 99963.931320)))
00079	 15	 39.0485	 8.8237	 1.2000	 0.7705	 0.9310	 (((393575.169889, 78726.434819), (387394.830008, 78726.434853), (386159.873546, 79623.683252), (387017.154714, 92884.311601), (391008.600860, 93205.991990), (397687.680203, 85941.143961), (397891.889151, 81862.733616), (393575.169889, 78726.434819)))
00079	 24	 39.2561	 11.6652	 1.2000	 0.5868	 0.9729	 (((385441.641799, 123235.188548), (389470.830077, 126162.565170), (395651.169957, 126162.565159), (400651.169948, 122529.852517), (401734.475673, 119195.780318), (396984.262387, 112523.525592), (392259.585264, 111040.831218), (389529.959603, 112193.096973), (385441.641799, 123235.188548)))
00079	 43	 39.5713	 10.6608	 1.2000	 1.3053	 0.9351	 (((396060.985432, 99963.931320), (391918.696680, 102868.505545), (392259.585264, 111040.831218), (396984.262387, 112523.525592), (401085.744089, 103727.993078), (396273.568598, 99968.583625), (396060.985432, 99963.931320)))
00079	 40	 39.6004	 9.3311	 1.2000	 1.3943	 0.9419	 (((397687.680203, 85941.143961), (391008.600860, 93205.991990), (396060.985432, 99963.931320), (396273.568598, 99968.583625), (401172.076051, 92821.349321), (397687.680203, 85941.143961)))
00079	 26	 40.2333	 10.9695	 1.2000	 1.0862	 0.9407	 (((403257.593986, 119205.565162), (407140.853757, 107630.883121), (402720.597775, 103761.992309), (401085.744089, 103727.993078), (396984.262387, 112523.525592), (401741.421426, 119205.565165), (403257.593986, 119205.565162)))
00079	 50	 40.2580	 9.7818	 1.2000	 1.3219	 0.9228	 (((407810.958475, 97396.375765), (406131.752764, 93964.428198), (401172.076051, 92821.349321), (396273.568598, 99968.583625), (401085.744089, 103727.993078), (402720.597775, 103761.992309), (407810.958475, 97396.375765)))
00079	 18	 40.4625	 8.8945	 1.2000	 0.6534	 0.9590	 (((412984.537457, 83896.175484), (412715.169906, 83067.147425), (407715.169889, 79434.434819), (401534.830008, 79434.434853), (397880.537316, 82089.449655), (397687.680203, 85941.143961), (401172.076051, 92821.349321), (406131.752764, 93964.428198), (412984.537457, 83896.175484)))
00079	 14	 40.8550	 10.2592	 1.2000	 1.3585	 0.9548	 (((414829.365595, 99566.841583), (407810.958475, 97396.375765), (402720.597775, 103761.992309), (407140.853757, 107630.883121), (410353.571915, 107235.033340), (414837.588751, 100278.031944), (414829.365595, 99566.841583)))
00079	 45	 40.9731	 11.2177	 1.2000	 0.6962	 0.9282	 (((403251.142186, 119224.812773), (406640.830077, 121687.565170), (412821.169957, 121687.565159), (417821.169948, 118054.852517), (418498.158552, 115971.295832), (410353.571915, 107235.033340), (407140.853757, 107630.883121), (403251.142186, 119224.812773)))
